handle,time,text
HillaryClinton,2016-07-29T03:01:18,"""My primary mission as president will be to create more opportunity and more good jobs with rising wages right here in the United States."""
HillaryClinton,2016-07-29T03:00:50,"“Democrats, we are the party of working people.” —Hillary"
HillaryClinton,2016-07-29T02:59:55,"""When any barrier falls in America, for anyone, it clears the way for everyone...when there are no ceilings, the sky’s the limit."" —Hillary"
HillaryClinton,2016-07-29T02:57:59,"""We’ve reached a milestone...the first time that a major party has nominated a woman for president."" —Hillary https://t.co/WizdsD8vgk"
HillaryClinton,2016-07-29T02:57:31,"""I will be a president for Democrats, Republicans, and Independents. For the struggling, the striving and the successful…for all Americans."""
HillaryClinton,2016-07-29T02:54:17,"""It’s true: I sweat the details of policy...because it’s not just a detail if it’s your kid, if it’s your family. It’s a big deal."""
HillaryClinton,2016-07-29T02:52:43,"""Simply caring is not enough. To drive real progress, you have to change both hearts and laws."" —Hillary"
HillaryClinton,2016-07-29T02:51:33,"""No one gets through life alone. We have to look out for each other and lift each other up."" —Hillary"
HillaryClinton,2016-07-29T02:51:05,"""I accept your nomination for president of the United States!” —Hillary https://t.co/3Ffpf7W4Vz"
HillaryClinton,2016-07-29T02:49:26,"""Through all these years of public service, the 'service' part has always come easier to me than the 'public' part."" —Hillary"
HillaryClinton,2016-07-29T02:47:37,"""It is with humility, determination, and boundless confidence in America’s promise that I accept your nomination for president!"" —Hillary"
HillaryClinton,2016-07-29T02:46:38,"""'Stronger Together’ is...not just a slogan for our campaign. It’s a guiding principle for the country we’ve always been."" —Hillary"
HillaryClinton,2016-07-29T02:46:03,"""None of us can raise a family, build a business, heal a community or lift a country totally alone.” —Hillary #StrongerTogether"
HillaryClinton,2016-07-29T02:45:04,"""Americans don’t say, 'I alone can fix it.' They say, ‘We’ll fix it together!’” —Hillary"
HillaryClinton,2016-07-29T02:43:46,"""Don’t believe anyone who says 'I alone can fix it.’ Yes, those were actually Donald Trump’s words in Cleveland."" —Hillary"
HillaryClinton,2016-07-29T02:43:08,"Don’t let anyone tell you that our country is weak—we’re not.

Don’t let anyone tell you we don’t have what it takes—we do."
HillaryClinton,2016-07-29T02:42:32,"""We have the most dynamic and diverse people in the world. We have the most tolerant and generous young people we've ever had."" —Hillary"
HillaryClinton,2016-07-29T02:41:26,"""We will not ban a religion—we will work with all Americans and our allies to fight and defeat terrorism."" —Hillary"
HillaryClinton,2016-07-29T02:40:59,"""We will not build a wall—instead, we will build an economy where everyone who wants a good job can get one."" —Hillary"
HillaryClinton,2016-07-29T02:40:41,"FDR came up with the perfect rebuke to Donald Trump more than 80 years ago:

“The only thing we have to fear is fear itself.”"
HillaryClinton,2016-07-29T02:40:13,"""He's taken the Republican Party a long way, from 'Morning in America’ to 'Midnight in America.’” —Hillary on Trump"
HillaryClinton,2016-07-29T02:39:51,"""We heard Donald Trump’s answer last week at his convention. He wants to divide us...He wants us to fear the future and fear each other."""
HillaryClinton,2016-07-29T02:39:12,“We have to decide whether we’re going to work together so we can all rise together.” —Hillary
HillaryClinton,2016-07-29T02:38:50,"""Our Founders embraced the enduring truth that we are stronger together.” —Hillary"
HillaryClinton,2016-07-29T02:38:29,"“@BernieSanders, you’ve put economic and social justice issues front and center where they belong.” —Hillary https://t.co/KZP2ohDTYD"
HillaryClinton,2016-07-29T02:36:28,"""To all of your supporters here and around the country: I want you to know, I've heard you."" —Hillary on @BernieSanders"
HillaryClinton,2016-07-29T02:35:39,"""I want to thank Bernie Sanders. Bernie, your campaign inspired millions of Americans.” —Hillary"
HillaryClinton,2016-07-29T02:34:56,"""For those of you out there who are just getting to know @TimKaine...he'll make the whole country proud as our vice president."" —Hillary"
HillaryClinton,2016-07-29T02:34:16,"""We heard from…@JoeBiden. He spoke from his big heart about our party’s commitment to working people."" —Hillary https://t.co/PHHCeD7YYh"
HillaryClinton,2016-07-29T02:33:49,"""America is stronger because of President Obama's leadership, and I am better because of his friendship."" —Hillary https://t.co/d1Kv4iUHqo"
HillaryClinton,2016-07-29T02:33:10,"“We heard the man from Hope, Bill Clinton.

And the man of hope, Barack Obama.” —Hillary https://t.co/vH9fNuJQFP"
HillaryClinton,2016-07-29T02:32:20,"""Bill, that conversation we started in the law library 45 years ago, it is still going strong.” —Hillary"
HillaryClinton,2016-07-29T02:31:25,"""Chelsea, thank you. I am so proud to be your mother and so proud of the woman you’ve become."" —Hillary"
realDonaldTrump,2016-07-29T02:26:27,"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta"
HillaryClinton,2016-07-29T02:20:22,"""Regardless of what was happening in her life, she was always, always there for me.” —@ChelseaClinton https://t.co/nuIjrwZC1M"
HillaryClinton,2016-07-29T02:15:43,"""Mom, Grandma would be so, so proud of you tonight.” —@ChelseaClinton"
HillaryClinton,2016-07-29T02:14:44,"“This November, I’m voting for a woman…who knows women’s rights are human rights…here at home and around the world.” —@ChelseaClinton"
HillaryClinton,2016-07-29T02:13:01,"""People ask me all the time: How does she do it?…Here’s how: It’s because she never, ever forgets who she’s fighting for.” —@ChelseaClinton"
HillaryClinton,2016-07-29T02:11:19,"""She always feels like there isn’t a moment to lose because she knows that for that mother, for that family, there isn’t.” —@ChelseaClinton"
HillaryClinton,2016-07-29T02:08:52,So proud. https://t.co/ketX6fS9NY
HillaryClinton,2016-07-29T02:05:14,"""I’m here as a proud American, a proud Democrat, a proud mother, and tonight, in particular, a very, very proud daughter.” —@ChelseaClinton"
HillaryClinton,2016-07-29T02:04:40,Getting ready. https://t.co/9ik6n738DO
HillaryClinton,2016-07-29T02:03:09,"""That's right—I love Hillary too."" —@KatyPerry https://t.co/N2OI27Go7k"
HillaryClinton,2016-07-29T01:50:02,About to head out and accept your nomination for president. I’m so grateful to everyone who made this moment possible. -H
HillaryClinton,2016-07-29T01:28:08,Get the latest from the #DemConvention floor before Hillary takes the stage: https://t.co/uRJ6D4F7TU
HillaryClinton,2016-07-29T01:14:22,Watch live: Get an exclusive look at the @DemConvention before Hillary officially accepts the nomination → https://t.co/XGg70hpYLL
HillaryClinton,2016-07-29T01:09:27,"""Some issues are not left vs. right or liberal vs. conservative, they are right vs. wrong."" —Rev. William Barber https://t.co/LRZRS9Qmqu"
HillaryClinton,2016-07-29T00:43:44,"""When Flint's water poisons its children, it hurts all of us. These are our children."" —@JenGranholm https://t.co/9MCjMKaLQQ"
HillaryClinton,2016-07-29T00:33:57,"A night we'll never forget.
https://t.co/BOq4CziQsC"
HillaryClinton,2016-07-28T23:22:22,"It's all happening. Tune in for an exclusive look at the #DemsInPhilly as Hillary officially accepts the nomination.
https://t.co/1Yu5RPLzVb"
realDonaldTrump,2016-07-28T23:13:55,#CrookedHillary https://t.co/JeXFnO6e3s
HillaryClinton,2016-07-28T23:03:33,“Her words gave me strength during one of the toughest tests of my life.” —@Clairecmc on Hillary https://t.co/LeiYRzGleD
realDonaldTrump,2016-07-28T21:38:12,"""Dems warn not to underestimate Trump's potential win""
https://t.co/X3xHtjhHpB"
realDonaldTrump,2016-07-28T21:08:32,Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic
realDonaldTrump,2016-07-28T20:56:09,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.
realDonaldTrump,2016-07-28T20:31:59,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees."
realDonaldTrump,2016-07-28T20:30:18,"AMERICA'S FUTURE
https://t.co/xymiA0Az7x"
HillaryClinton,2016-07-28T19:06:50,"""No matter how daunting the odds; no matter how much people try to knock her down, she never, ever quits."" —@POTUS https://t.co/oJ2rKzubWY"
realDonaldTrump,2016-07-28T18:36:06,Bernie caved! https://t.co/xtcOnA8cw1
realDonaldTrump,2016-07-28T18:32:31,"""@LallyRay: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart https://t.co/bVAj52fA3Y @realdonaldtrump""  Great!"
HillaryClinton,2016-07-28T17:46:02,Ready to pass the baton. https://t.co/a0hKQcWDzq
HillaryClinton,2016-07-28T16:45:54,"On day three, the #DemsInPhilly officially welcomed @TimKaine to the ticket—and @POTUS brought down the house: https://t.co/gs5u7BjPzg"
HillaryClinton,2016-07-28T15:16:42,"""I ask you to do for Hillary Clinton what you did for me.

I ask you to carry her the same way you carried me.” https://t.co/61muVG6Ysj"
realDonaldTrump,2016-07-28T15:09:11,President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC
realDonaldTrump,2016-07-28T04:00:23,"""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE"""
HillaryClinton,2016-07-28T03:58:40,"We love you back, @POTUS. https://t.co/S3dEsjwXCo"
realDonaldTrump,2016-07-28T03:56:47,"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly"""
HillaryClinton,2016-07-28T03:44:01,"""Thank you for this incredible journey.
Let’s keep it going.
God bless the United States of America!"" —@POTUS https://t.co/pgv3aUXdle"
HillaryClinton,2016-07-28T03:42:09,"""I’m asking you to join me, to reject cynicism...to summon what’s best in us; to elect Hillary Clinton as the next president” —@POTUS"
HillaryClinton,2016-07-28T03:40:42,"""America, you have vindicated that hope these past eight years. And now I’m ready to pass the baton.” —@POTUS"
HillaryClinton,2016-07-28T03:40:17,"“You’re who I was talking about twelve years ago, when I talked about hope.” —@POTUS"
HillaryClinton,2016-07-28T03:39:20,"""Tonight, I ask you to do for Hillary Clinton what you did for me. I ask you to carry her the same way you carried me.” —@POTUS"
HillaryClinton,2016-07-28T03:35:42,"""We don’t fear the future; we shape it, we embrace it, as one people, stronger together than we are on our own.” —@POTUS"
HillaryClinton,2016-07-28T03:29:41,“Democracy isn’t a spectator sport. America isn’t about 'yes he will.' It’s about 'yes we can.’” —@POTUS
HillaryClinton,2016-07-28T03:29:17,"""Hillary Clinton is that woman in the arena.

She’s been there for us, even if we haven’t always noticed."" —@POTUS"
HillaryClinton,2016-07-28T03:27:53,"""There has never been a man or a woman more qualified than Hillary Clinton to serve as president."" —@POTUS https://t.co/5xI4BTop7Y"
HillaryClinton,2016-07-28T03:25:52,"""We all need to get out and vote for Democrats up and down the ticket, and then hold them accountable until they get the job done.” —@POTUS"
HillaryClinton,2016-07-28T03:25:26,"""Democracy works, America, but we gotta want it—not just during an election year, but all the days in between.” —@POTUS"
HillaryClinton,2016-07-28T03:25:00,“The American Dream is something no wall will ever contain.” —@POTUS
HillaryClinton,2016-07-28T03:22:21,"""She knows that for progress to happen, we have to listen to each other, and see ourselves in each other.” —@POTUS on Hillary"
HillaryClinton,2016-07-28T03:21:50,"""America has never been about what one person says he’ll do for us. It’s always been about what can be achieved by us, together.” —@POTUS"
HillaryClinton,2016-07-28T03:21:20,"""That’s who we are.
That’s our birthright.
The capacity to shape our own destiny.""
—@POTUS"
HillaryClinton,2016-07-28T03:20:28,"""Ronald Reagan called America 'a shining city on a hill.'

Donald Trump calls it 'a divided crime scene' that only he can fix.'"" —@POTUS"
HillaryClinton,2016-07-28T03:18:19,"""America is already great. America is already strong &amp; I promise you, our strength, our greatness, does not depend on Donald Trump.” —@POTUS"
HillaryClinton,2016-07-28T03:17:31,"""Meanwhile, Donald Trump calls our military a disaster…he suggests America is weak.” —@POTUS"
HillaryClinton,2016-07-28T03:16:38,"""She is fit and she is ready to be the next Commander-in-Chief.” —@POTUS on Hillary"
HillaryClinton,2016-07-28T03:16:16,"""I know Hillary won’t relent until ISIL is destroyed.” —@POTUS"
HillaryClinton,2016-07-28T03:15:55,"""Hillary Clinton is respected around the world, not just by leaders, but by the people they serve.” —@POTUS"
HillaryClinton,2016-07-28T03:15:29,"“Then there’s Donald Trump. He’s not really a plans guy, not really a facts guy either.” —@POTUS"
HillaryClinton,2016-07-28T03:14:59,"""Don't boo, vote!” —@POTUS https://t.co/xahMq2sU1q"
HillaryClinton,2016-07-28T03:13:24,"“Tim Kaine is as good a man, as humble and committed a public servant, as anyone I know. He will be a great vice president.” —@POTUS"
HillaryClinton,2016-07-28T03:12:40,“There has never been a man or a woman more qualified than Hillary Clinton to serve as president of the United States of America.” —@POTUS
HillaryClinton,2016-07-28T03:12:08,"""No matter how daunting the odds.
No matter how much people try to knock her down.
She never, ever quits.""
—@POTUS on Hillary"
HillaryClinton,2016-07-28T03:11:37,“She sat with me in the Situation Room and forcefully argued in favor of the mission that took out Osama bin Laden” —@POTUS on Hillary
HillaryClinton,2016-07-28T03:11:15,“Nothing truly prepares you for the demands of the Oval Office…but Hillary’s been in the room; she’s been part of those decisions.” —@POTUS
HillaryClinton,2016-07-28T03:09:17,"“She was doing everything I was, but just like Ginger Rogers, it was backwards in heels.” —@POTUS on the 2008 election"
HillaryClinton,2016-07-28T03:08:10,"“A leader with real plans to break down barriers,...the next president of the United States Hillary Clinton.” —@POTUS"
HillaryClinton,2016-07-28T03:06:25,"""What I see is Americans of every party, every background, every faith who believe that we are stronger together.” —@POTUS"
HillaryClinton,2016-07-28T03:05:24,"“As I’ve traveled this country…what I’ve also seen, more than anything, is what is right with America.” —@POTUS"
HillaryClinton,2016-07-28T03:04:47,"""The America I know is full of courage, and optimism, and ingenuity. The America I know is decent and generous.” —@POTUS"
HillaryClinton,2016-07-28T03:04:23,“What we heard was a deeply pessimistic vision of a country where we turn against each other.” —@POTUS on last week’s GOP convention
HillaryClinton,2016-07-28T03:03:33,“This is not your typical election…this is a more fundamental choice about...whether we stay true to this great American experiment” —@POTUS
HillaryClinton,2016-07-28T03:02:55,"""We’re not done perfecting our union or living up to our founding creed—that all of us are created equal.” —@POTUS"
HillaryClinton,2016-07-28T03:02:09,“We still have more work to do. More work to do for every American still in need of a good job or a raise.” —@POTUS
HillaryClinton,2016-07-28T03:01:28,"“By so many measures, our country is stronger and more prosperous than it was when we started.” —@POTUS"
HillaryClinton,2016-07-28T03:00:52,"“America learned that love has no limits, and marriage equality is now a reality across the land.” —@POTUS"
HillaryClinton,2016-07-28T03:00:25,"""We brought more of our troops home to their families, and we delivered justice to Osama bin Laden."" —@POTUS"
HillaryClinton,2016-07-28T03:00:05,"""After a century of trying, we declared that health care in America is not a privilege for a few. It is a right for everybody.” —@POTUS"
HillaryClinton,2016-07-28T02:59:28,"""I stand before you again tonight, after almost two terms as your president, to tell you I am even more optimistic about the future"" —@POTUS"
HillaryClinton,2016-07-28T02:58:13,"""I was so young that first time in Boston...maybe a little nervous addressing such a big crowd, but I was filled with faith.” —@POTUS"
HillaryClinton,2016-07-28T02:56:26,"""Twelve years ago tonight, I addressed this convention for the very first time."" —@POTUS"
HillaryClinton,2016-07-28T02:53:29,"Fired up, ready to go! https://t.co/NM890pAtL7"
realDonaldTrump,2016-07-28T02:42:13,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair."
HillaryClinton,2016-07-28T02:40:38,"""Hillary is ready.
Ready to fight.
Ready to win.
Ready to lead.""
—@TimKaine https://t.co/OGjaZdOKnk"
realDonaldTrump,2016-07-28T02:39:07,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!
HillaryClinton,2016-07-28T02:37:10,"""Folks, you cannot believe one word that comes out of Donald Trump's mouth.” —@TimKaine https://t.co/CKNVPbm999"
HillaryClinton,2016-07-28T02:27:09,"""Hillary has a passion for kids and families. Donald Trump has a passion, too.

It's himself!"" —@TimKaine https://t.co/8M7cNeLeVu"
HillaryClinton,2016-07-28T01:46:55,"""The richest thing about Donald Trump is his hypocrisy."" —@MikeBloomberg https://t.co/lzdNup73e3"
HillaryClinton,2016-07-28T01:45:08,"""Hillary Clinton understands that this is not reality television, this is reality!"" —@MikeBloomberg"
HillaryClinton,2016-07-28T01:43:59,"""The bottom line is Trump is a risky, reckless, and radical choice, and we can't afford to make that choice."" —@MikeBloomberg"
HillaryClinton,2016-07-28T01:39:57,"""Trump says he wants to run the nation like he’s run his business.

God help us!"" —@MikeBloomberg"
HillaryClinton,2016-07-28T01:38:56,"""I believe we need a president who is a problem solver, not a bomb thrower."" —@MikeBloomberg"
HillaryClinton,2016-07-28T01:37:51,"""I built a business, and I didn’t start it with a $1 million check from my father.” —@MikeBloomberg on Donald Trump"
HillaryClinton,2016-07-28T01:36:26,"""We must unite around the candidate who can defeat a dangerous demagogue."" —@MikeBloomberg on the stakes in this race"
HillaryClinton,2016-07-28T01:34:52,"""I believe it is an imperative that we elect Hillary Clinton as the next President of the United States.” —@MikeBloomberg"
HillaryClinton,2016-07-28T01:31:03,"“He says he cares about the middle class? Give me a break.

That’s a bunch of malarkey!"" —@JoeBiden on Donald Trump https://t.co/YtMc8vKRtS"
HillaryClinton,2016-07-28T01:26:45,"""We do not scare easily. We never bow. We never bend. We never break when confronted with crisis.” —@JoeBiden"
HillaryClinton,2016-07-28T01:24:54,“A man who seeks to sow division in America for his own gain…we simply cannot let that happen as Americans—period.” —@JoeBiden on Trump
HillaryClinton,2016-07-28T01:23:56,"""No major party nominee in the history of this nation has known less or been less prepared to deal with...national security"" —Biden on Trump"
HillaryClinton,2016-07-28T01:22:33,"Trump ""doesn’t have a clue about the middle class…
“He has no clue about what makes America great. 
Actually, he has no clue—period."" —Biden"
HillaryClinton,2016-07-28T01:20:47,"“He says he cares about the middle class?
Give me a break. 

That’s a bunch of malarkey."" —@JoeBiden on Donald Trump"
HillaryClinton,2016-07-28T01:20:13,"""His lack of empathy and compassion can be summed up in the phrase…he’s proud he made famous—'you’re fired.'"" —@JoeBiden on Donald Trump"
HillaryClinton,2016-07-28T01:19:18,"""There’s only one person in this race who will be there, who’s always been there…that’s Hillary Clinton's life’s story"" —@JoeBiden"
HillaryClinton,2016-07-28T01:18:11,"""We all understand what it will mean for our daughters and granddaughters when Hillary Clinton walks into the Oval Office."" —@JoeBiden"
HillaryClinton,2016-07-28T01:17:49,"""Hillary understands that a college loan is about a lot more than getting a qualified child an education."" —@JoeBiden"
HillaryClinton,2016-07-28T01:17:15,"""Everybody knows she’s smart.
Everybody knows she’s tough.

But I know what she’s passionate about—I know Hillary."" —@JoeBiden"
HillaryClinton,2016-07-28T01:13:22,“He’s become a brother to Jill and me—and Michelle…you are incredible.” —@JoeBiden on @POTUS and @FLOTUS
HillaryClinton,2016-07-28T01:10:17,"""Every day we’re grateful to Barack and Michelle for asking us to join them on this incredible journey.” —@JoeBiden"
HillaryClinton,2016-07-28T01:08:43,"Watch night three of #DemsInPhilly live on Facebook as @JoeBiden, @TimKaine, and @POTUS take the stage → https://t.co/Od0bd2L9Pn"
HillaryClinton,2016-07-28T01:03:46,"""He knows at its best, politics is always a matter of the heart.” –@DrBiden on @JoeBiden https://t.co/xo5Azxa1IE"
HillaryClinton,2016-07-28T00:44:41,What the world needs now is love. https://t.co/UyDO7J60iy
HillaryClinton,2016-07-28T00:23:19,"""Speaking is difficult for me. But come January, I want to say these two words: Madam President.” —@GabbyGiffords https://t.co/StCmJArarq"
HillaryClinton,2016-07-28T00:22:29,"""In the White House, she will stand up to the gun lobby. That’s why I'm voting for Hillary!” —@GabbyGiffords https://t.co/4lybM9zEYi"
HillaryClinton,2016-07-28T00:21:53,"""In Congress, I learned a powerful lesson: Strong women get things done.” —@GabbyGiffords"
HillaryClinton,2016-07-28T00:20:23,"""As president, she will do what is right for our nation, not what is politically expedient.” —@ShuttleCDRKelly on Hillary"
HillaryClinton,2016-07-28T00:16:30,"“We say their names, but that is not enough” —@ImAngelaBassett on the victims of gun violence https://t.co/5baWnDLqbj"
HillaryClinton,2016-07-28T00:04:33,"""I would give every single day that I have left for just one more day with my mom."" —Erica Smegielski https://t.co/WVhAk7POo5"
HillaryClinton,2016-07-28T00:03:29,"""I’m here without my mother while too many politicians cower behind the gun lobby.” —Erica Smegielski #StopGunViolence"
realDonaldTrump,2016-07-28T00:01:31,"Join me live in Toledo, Ohio!
#MakeAmericaGreatAgain
https://t.co/ruEvMGx4C9"
HillaryClinton,2016-07-28T00:01:10,“It is time to take Washington back from the gun lobby!” —@ChrisMurphyCT https://t.co/Bi0G1OYCwW
HillaryClinton,2016-07-27T23:59:50,Text LAWS to 47246 to learn about the dangerous loopholes in our gun laws and get the information you need to help reduce gun violence.
HillaryClinton,2016-07-27T23:57:57,“There is no reason to feel helpless about the horrifying trajectory of cascading massacres…We can change this.” —@ChrisMurphyCT
HillaryClinton,2016-07-27T23:56:52,"“She stood up to the NRA, and Hillary Clinton pledged to take Washington back from the gun lobby.” —@ChrisMurphyCT #DemsInPhilly"
HillaryClinton,2016-07-27T23:54:06,"Thank you, Christine. We're all standing by your side. https://t.co/7WimmvECqU"
HillaryClinton,2016-07-27T23:46:43,"""Trump says global warming is a hoax.⁰⁰

I say Trump is a fraud.” —@JerryBrownGov #DemsInPhilly https://t.co/yyx0nmNbvj"
HillaryClinton,2016-07-27T23:44:05,"“From her first day in office, President Hillary Clinton will do what’s needed to combat climate change.” —@JerryBrownGov #DemsInPhilly"
HillaryClinton,2016-07-27T23:43:01,"“While Trump talks and talks and talks, Hillary does stuff. She fights for us on the big issues.”—@JerryBrownGov #DemsInPhilly"
HillaryClinton,2016-07-27T23:32:09,"""It’s time to put a bully, racist in his place and a tough woman in hers—the White House!"" —@MartinOMalley https://t.co/DjYseIe488"
HillaryClinton,2016-07-27T23:25:27,"""I am here to tell you that Hillary Clinton is as tough as they come."" —@MartinOMalley #DemsInPhilly"
HillaryClinton,2016-07-27T23:03:28,"""Republicans want to tear down the pillars of middle-class security. We won’t let that happen!"" —@SenatorReid https://t.co/KY9DSGTts7"
HillaryClinton,2016-07-27T23:01:05,"""Middle-class families fighting to give your kids a better life: Democrats stand in your corner."" —@SenatorReid #DemsInPhilly"
HillaryClinton,2016-07-27T22:42:06,"""This is not merely unacceptable or wrong, though it is both. What happened in Flint is immoral."" —Hillary
https://t.co/YLJqE1Kz6Q"
HillaryClinton,2016-07-27T22:16:06,"The story of Bill and Hillary, in photos: https://t.co/fDNQl66gNU https://t.co/206mlwXnml"
realDonaldTrump,2016-07-27T22:01:40,#CrookedHillary https://t.co/lwi9gqDEHE
realDonaldTrump,2016-07-27T21:58:43,"Thank you Pennsylvania!
#MakeAmericaGreatAgain 
https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw"
HillaryClinton,2016-07-27T20:32:24,"""I trust Hillary because...I've seen her lifelong devotion to our nation's children."" —@FLOTUS https://t.co/A0S2FJlsbJ"
HillaryClinton,2016-07-27T20:04:47,"Last night, we put the biggest crack yet in that highest, hardest glass ceiling. Here are the highlights: https://t.co/YcfLdrnu56"
HillaryClinton,2016-07-27T19:36:37,"""She is still the best darn change maker I have ever known.” —@BillClinton on Hillary https://t.co/ukxpCMe4gd"
realDonaldTrump,2016-07-27T19:15:42,Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw
HillaryClinton,2016-07-27T18:36:48,"""Hillary will make us stronger together. You know it because she’s spent a lifetime doing it."" —@BillClinton https://t.co/U0y83WGCr2"
realDonaldTrump,2016-07-27T18:23:14,"""Trump right: Illegal families crossing border set to double, 51,152 so far""
https://t.co/1noCe9W6Ru"
HillaryClinton,2016-07-27T17:46:51,"A young girl asked Hillary, ""Do you think when you're president, you'll be paid as much as a man?""
https://t.co/sValauUbkT"
realDonaldTrump,2016-07-27T17:16:56,"Great new poll - thank you!
#MakeAmericaGreatAgain https://t.co/mXovx0TLPC"
realDonaldTrump,2016-07-27T16:16:02,"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!"
realDonaldTrump,2016-07-27T16:03:07,"Join our next Vice President, @Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!

MI: https://t.co/daR2xIhCEs
WI: https://t.co/LKc7e4VZkB"
HillaryClinton,2016-07-27T15:47:52,"History made.
https://t.co/JRgDbFms3n"
HillaryClinton,2016-07-27T14:52:50,"""What I admire most about Hillary is that she never buckles under pressure."" —@FLOTUS https://t.co/mbg5H8QZA3 #DemsInPHL"
realDonaldTrump,2016-07-27T13:01:03,Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic
realDonaldTrump,2016-07-27T12:57:20,"Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!"
realDonaldTrump,2016-07-27T10:08:35,Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!
realDonaldTrump,2016-07-27T10:01:39,Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!
realDonaldTrump,2016-07-27T09:50:55,The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!
realDonaldTrump,2016-07-27T09:43:16,"Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!"
realDonaldTrump,2016-07-27T09:33:52,"As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv."
HillaryClinton,2016-07-27T03:21:28,We just put the biggest crack in that glass ceiling yet.” —Hillary https://t.co/mYkaLIv861
HillaryClinton,2016-07-27T03:08:15,"“Hillary Clinton will be our first woman president.

And she will be a great president."" —Meryl Streep https://t.co/nCOhgJmzNz"
realDonaldTrump,2016-07-27T03:01:04,"Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP. 
https://t.co/eoNTWK6I8y"
HillaryClinton,2016-07-27T02:55:31,“Hillary will make us stronger together. You know it because she spent a lifetime doing it.” —@BillClinton https://t.co/MLSDqDUhmf
HillaryClinton,2016-07-27T02:51:56,"""She is still the best darn changemaker I have ever known.” —@BillClinton on Hillary"
HillaryClinton,2016-07-27T02:47:57,"""How do you square the things I told you with the picture the Republicans painted of their opponent in Cleveland? You can’t."" —@BillClinton"
HillaryClinton,2016-07-27T02:46:34,"""She launched a team to fight back against terrorists online and built a new global counter-terrorism effort.” —@BillClinton"
HillaryClinton,2016-07-27T02:45:58,“She backed President Obama’s decision to go after Osama bin Laden.” —@BillClinton on Hillary https://t.co/vDgTxiWfZJ
HillaryClinton,2016-07-27T02:45:12,"""She flew all night from Cambodia to the Middle East to get a ceasefire to avoid a shooting war between Hamas and Israel."" —@BillClinton"
HillaryClinton,2016-07-27T02:41:43,"""NY elected her to the seat once held by another outsider, Robert Kennedy. She didn’t let him down.” —@BillClinton on Hillary’s Senate run"
HillaryClinton,2016-07-27T02:38:28,“She’s a changemaker. That’s what she does.” —@BillClinton on Hillary helping 8 million kids get health coverage https://t.co/gDzYTl6Zy3
HillaryClinton,2016-07-27T02:37:20,“This woman had never been satisfied with the status quo. She always wants to move the ball forward.” —@BillClinton on Hillary
HillaryClinton,2016-07-27T02:36:31,"""She’s insatiably curious, she’s a natural leader, she’s a good organizer, and she’s the best darn changemaker I’ve seen.” —@BillClinton"
HillaryClinton,2016-07-27T02:36:00,“Looks to me like we elected the wrong Clinton.” —an Arkansas judge on Hillary’s work on rural education as first lady of Arkansas
HillaryClinton,2016-07-27T02:33:59,“Hillary opened my eyes to a whole new world of public service.” —@BillClinton https://t.co/wa9TvdvKIy
HillaryClinton,2016-07-27T02:31:58,"""It was the greatest moment of my life...and the...conviction that my daughter had the best mother in the world” —Bill on Chelsea being born"
HillaryClinton,2016-07-27T02:27:14,“I married my best friend. I was still in awe of…how smart and strong and loving and caring she was.” —@BillClinton on Hillary
HillaryClinton,2016-07-27T02:25:20,"""Hillary enjoyed teaching, encouraging her students to believe in themselves and their potential.” —@BillClinton"
HillaryClinton,2016-07-27T02:23:25,“She never made fun of people with disabilities. She tried to empower them based on their abilities.” —@BillClinton on Hillary
HillaryClinton,2016-07-27T02:21:43,"""Then she went down to South Texas…and registered Mexican-American voters.” —@BillClinton on Hillary"
